Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20190601:2300,5.7,10,,,,
36645,20190602:0000,5.8,10,,,,
36645,20190602:0100,5.8,10,,,,
36645,20190602:0200,5.9,10,,,,
36645,20190602:0300,5.9,10,,,,
36645,20190602:0400,6,10,,,,
36645,20190602:0500,6,10,,,,
36645,20190602:0600,6,10,,,,
36645,20190602:0700,6,10,,,,
36645,20190602:0800,6,10,,,,
36645,20190602:0900,6,10,,,,
36645,20190602:1000,6,10,,,,
36645,20190602:1100,6,10,,,,
36645,20190602:1200,6,10,,,,
36645,20190602:1300,6.1,10,,,,
36645,20190602:1400,6.1,10,,,,
36645,20190602:1500,6.1,10,,,,
36645,20190602:1600,6.2,10,,,,
36645,20190602:1700,6.3,10,,,,
36645,20190602:1800,6.4,10,,,,
36645,20190602:1900,6.4,10,,,,
36645,20190602:2000,6.3,10,,,,
36645,20190602:2100,6.3,10,,,,
36645,20190602:2200,6.3,10,,,,
36645,20190602:2300,6.2,10,,,,
36645,20190603:0000,6.2,10,,,,
36645,20190603:0100,6.1,10,,,,
36645,20190603:0200,6,10,,,,
36645,20190603:0300,6,10,,,,
36645,20190603:0400,5.9,10,,,,
36645,20190603:0500,5.8,10,,,,
36645,20190603:0600,5.8,10,,,,
36645,20190603:0700,5.7,10,,,,
36645,20190603:0800,5.6,10,,,,
36645,20190603:0900,5.6,10,,,,
36645,20190603:1000,5.5,10,,,,
36645,20190603:1100,5.5,10,,,,
36645,20190603:1200,5.4,10,,,,
36645,20190603:1300,5.5,10,,,,
36645,20190603:1400,5.6,10,,,,
36645,20190603:1500,5.8,10,,,,
36645,20190603:1600,6,10,,,,
36645,20190603:1700,6.2,10,,,,
36645,20190603:1800,6.4,10,,,,
36645,20190603:1900,6.5,10,,,,
36645,20190603:2000,6.5,10,,,,
36645,20190603:2100,6.4,10,,,,
36645,20190603:2200,6.4,10,,,,
36645,20190603:2300,6.4,10,,,,
36645,20190604:0000,6.3,10,,,,
36645,20190604:0100,6.3,10,,,,
36645,20190604:0200,6.3,10,,,,
36645,20190604:0300,6.4,10,,,,
36645,20190604:0400,6.4,10,,,,
36645,20190604:0500,6.4,10,,,,
36645,20190604:0600,6.4,10,,,,
36645,20190604:0700,6.4,10,,,,
36645,20190604:0800,6.4,10,,,,
36645,20190604:0900,6.5,10,,,,
36645,20190604:1000,6.5,10,,,,
36645,20190604:1100,6.6,10,,,,
36645,20190604:1200,6.7,10,,,,
36645,20190604:1300,6.8,10,,,,
36645,20190604:1400,6.8,10,,,,
36645,20190604:1500,6.9,10,,,,
36645,20190604:1600,7,10,,,,
36645,20190604:1700,7.1,10,,,,
36645,20190604:1800,7.2,10,,,,
36645,20190604:1900,7.2,10,,,,
36645,20190604:2000,7.2,10,,,,
36645,20190604:2100,7.1,10,,,,
36645,20190604:2200,7,10,,,,
36645,20190604:2300,6.8,10,,,,
36645,20190605:0000,6.7,10,,,,
36645,20190605:0100,6.6,10,,,,
36645,20190605:0200,6.4,10,,,,
36645,20190605:0300,6.3,10,,,,
36645,20190605:0400,6.2,10,,,,
36645,20190605:0500,6.1,10,,,,
36645,20190605:0600,6,10,,,,
36645,20190605:0700,5.8,10,,,,
36645,20190605:0800,5.8,10,,,,
36645,20190605:0900,5.6,10,,,,
36645,20190605:1000,5.6,10,,,,
36645,20190605:1100,5.5,10,,,,
36645,20190605:1200,5.4,10,,,,
36645,20190605:1300,5.4,10,,,,
36645,20190605:1400,5.4,10,,,,
36645,20190605:1500,5.4,10,,,,
36645,20190605:1600,5.6,10,,,,
36645,20190605:1700,5.7,10,,,,
36645,20190605:1800,5.9,10,,,,
36645,20190605:1900,5.9,10,,,,
36645,20190605:2000,5.9,10,,,,
36645,20190605:2100,5.8,10,,,,
36645,20190605:2200,5.7,10,,,,
36645,20190605:2300,5.6,10,,,,
36645,20190606:0000,5.5,10,,,,
36645,20190606:0100,5.5,10,,,,
36645,20190606:0200,5.4,10,,,,
36645,20190606:0300,5.3,10,,,,
36645,20190606:0400,5.3,10,,,,
36645,20190606:0500,5.2,10,,,,
36645,20190606:0600,5.1,10,,,,
36645,20190606:0700,5.1,10,,,,
36645,20190606:0800,5,10,,,,
36645,20190606:0900,5,10,,,,
36645,20190606:1000,5,10,,,,
36645,20190606:1100,5,10,,,,
36645,20190606:1200,5.1,10,,,,
36645,20190606:1300,5.2,10,,,,
36645,20190606:1400,5.5,10,,,,
36645,20190606:1500,5.7,10,,,,
36645,20190606:1600,6,10,,,,
36645,20190606:1700,6.2,10,,,,
36645,20190606:1800,6.3,10,,,,
36645,20190606:1900,6.3,10,,,,
36645,20190606:2000,6.3,10,,,,
36645,20190606:2100,6.3,10,,,,
36645,20190606:2200,6.2,10,,,,
36645,20190606:2300,6.1,10,,,,
36645,20190607:0000,6,10,,,,
36645,20190607:0100,5.9,10,,,,
36645,20190607:0200,5.9,10,,,,
36645,20190607:0300,5.9,10,,,,
36645,20190607:0400,5.9,10,,,,
36645,20190607:0500,5.9,10,,,,
36645,20190607:0600,5.9,10,,,,
36645,20190607:0700,6,10,,,,
36645,20190607:0800,6,10,,,,
36645,20190607:0900,6,10,,,,
36645,20190607:1000,5.9,10,,,,
36645,20190607:1100,5.9,10,,,,
36645,20190607:1200,6,10,,,,
36645,20190607:1300,6.1,10,,,,
36645,20190607:1400,6.2,10,,,,
36645,20190607:1500,6.4,10,,,,
36645,20190607:1600,6.6,10,,,,
36645,20190607:1700,6.8,10,,,,
36645,20190607:1800,6.9,10,,,,
36645,20190607:1900,6.9,10,,,,
36645,20190607:2000,6.9,10,,,,
36645,20190607:2100,6.9,10,,,,
36645,20190607:2200,6.9,10,,,,
36645,20190607:2300,6.9,10,,,,
36645,20190608:0000,6.9,10,,,,
36645,20190608:0100,6.9,10,,,,
36645,20190608:0200,6.9,10,,,,
36645,20190608:0300,6.9,10,,,,
36645,20190608:0400,6.9,10,,,,
36645,20190608:0500,7,10,,,,
36645,20190608:0600,7,10,,,,
36645,20190608:0700,7,10,,,,
36645,20190608:0800,7,10,,,,
36645,20190608:0900,6.9,10,,,,
36645,20190608:1000,6.9,10,,,,
36645,20190608:1100,6.9,10,,,,
36645,20190608:1200,7,10,,,,
36645,20190608:1300,7,10,,,,
36645,20190608:1400,7.1,10,,,,
36645,20190608:1500,7.2,10,,,,
36645,20190608:1600,7.3,10,,,,
36645,20190608:1700,7.4,10,,,,
36645,20190608:1800,7.4,10,,,,
36645,20190608:1900,7.4,10,,,,
36645,20190608:2000,7.2,10,,,,
36645,20190608:2100,7.1,10,,,,
36645,20190608:2200,6.9,10,,,,
36645,20190608:2300,6.8,10,,,,
36645,20190609:0000,6.6,10,,,,
36645,20190609:0100,6.5,10,,,,
36645,20190609:0200,6.4,10,,,,
36645,20190609:0300,6.2,10,,,,
36645,20190609:0400,6.1,10,,,,
36645,20190609:0500,6,10,,,,
36645,20190609:0600,6,10,,,,
36645,20190609:0700,5.9,10,,,,
36645,20190609:0800,5.9,10,,,,
36645,20190609:0900,5.8,10,,,,
36645,20190609:1000,5.8,10,,,,
36645,20190609:1100,5.8,10,,,,
36645,20190609:1200,5.8,10,,,,
36645,20190609:1300,6,10,,,,
36645,20190609:1400,6.2,10,,,,
36645,20190609:1500,6.4,10,,,,
36645,20190609:1600,6.6,10,,,,
36645,20190609:1700,6.7,10,,,,
36645,20190609:1800,6.8,10,,,,
36645,20190609:1900,6.9,10,,,,
36645,20190609:2000,6.9,10,,,,
36645,20190609:2100,6.9,10,,,,
36645,20190609:2200,7,10,,,,
36645,20190609:2300,7,10,,,,
36645,20190610:0000,7,10,,,,
36645,20190610:0100,7,10,,,,
36645,20190610:0200,7,10,,,,
36645,20190610:0300,7,10,,,,
36645,20190610:0400,7,10,,,,
36645,20190610:0500,7,10,,,,
36645,20190610:0600,7,10,,,,
36645,20190610:0700,7,10,,,,
36645,20190610:0800,7,10,,,,
36645,20190610:0900,7,10,,,,
36645,20190610:1000,7,10,,,,
36645,20190610:1100,7,10,,,,
36645,20190610:1200,7,10,,,,
36645,20190610:1300,7.2,10,,,,
36645,20190610:1400,7.3,10,,,,
36645,20190610:1500,7.5,10,,,,
36645,20190610:1600,7.7,10,,,,
36645,20190610:1700,7.8,10,,,,
36645,20190610:1800,7.9,10,,,,
36645,20190610:1900,8,10,,,,
36645,20190610:2000,8,10,,,,
36645,20190610:2100,7.9,10,,,,
36645,20190610:2200,7.9,10,,,,
36645,20190610:2300,7.8,10,,,,
36645,20190611:0000,7.8,10,,,,
36645,20190611:0100,7.8,10,,,,
36645,20190611:0200,7.7,10,,,,
36645,20190611:0300,7.6,10,,,,
36645,20190611:0400,7.5,10,,,,
36645,20190611:0500,7.4,10,,,,
36645,20190611:0600,7.4,10,,,,
36645,20190611:0700,7.3,10,,,,
36645,20190611:0800,7.2,10,,,,
36645,20190611:0900,7.2,10,,,,
36645,20190611:1000,7.2,10,,,,
36645,20190611:1100,7.3,10,,,,
36645,20190611:1200,7.3,10,,,,
36645,20190611:1300,7.4,10,,,,
36645,20190611:1400,7.6,10,,,,
36645,20190611:1500,7.8,10,,,,
36645,20190611:1600,7.9,10,,,,
36645,20190611:1700,8,10,,,,
36645,20190611:1800,8.1,10,,,,
36645,20190611:1900,8.1,10,,,,
36645,20190611:2000,8.1,10,,,,
36645,20190611:2100,8.1,10,,,,
36645,20190611:2200,8.1,10,,,,
36645,20190611:2300,8.1,10,,,,
36645,20190612:0000,8.1,10,,,,
36645,20190612:0100,8.1,10,,,,
36645,20190612:0200,8.1,10,,,,
36645,20190612:0300,8.1,10,,,,
36645,20190612:0400,8.1,10,,,,
36645,20190612:0500,8.1,10,,,,
36645,20190612:0600,8.2,10,,,,
36645,20190612:0700,8.2,10,,,,
36645,20190612:0800,8.2,10,,,,
36645,20190612:0900,8.2,10,,,,
36645,20190612:1000,8.2,10,,,,
36645,20190612:1100,8.2,10,,,,
36645,20190612:1200,8.2,10,,,,
36645,20190612:1300,8.3,10,,,,
36645,20190612:1400,8.4,10,,,,
36645,20190612:1500,8.5,10,,,,
36645,20190612:1600,8.6,10,,,,
36645,20190612:1700,8.6,10,,,,
36645,20190612:1800,8.7,10,,,,
36645,20190612:1900,8.7,10,,,,
36645,20190612:2000,8.7,10,,,,
36645,20190612:2100,8.7,10,,,,
36645,20190612:2200,8.7,10,,,,
36645,20190612:2300,8.7,10,,,,
36645,20190613:0000,8.7,10,,,,
36645,20190613:0100,8.7,10,,,,
36645,20190613:0200,8.7,10,,,,
36645,20190613:0300,8.7,10,,,,
36645,20190613:0400,8.7,10,,,,
36645,20190613:0500,8.7,10,,,,
36645,20190613:0600,8.6,10,,,,
36645,20190613:0700,8.6,10,,,,
36645,20190613:0800,8.6,10,,,,
36645,20190613:0900,8.6,10,,,,
36645,20190613:1000,8.6,10,,,,
36645,20190613:1100,8.6,10,,,,
36645,20190613:1200,8.6,10,,,,
36645,20190613:1300,8.7,10,,,,
36645,20190613:1400,8.8,10,,,,
36645,20190613:1500,8.9,10,,,,
36645,20190613:1600,9,10,,,,
36645,20190613:1700,9.2,10,,,,
36645,20190613:1800,9.2,10,,,,
36645,20190613:1900,9.1,10,,,,
36645,20190613:2000,9,10,,,,
36645,20190613:2100,8.9,10,,,,
36645,20190613:2200,8.8,10,,,,
36645,20190613:2300,8.6,10,,,,
36645,20190614:0000,8.6,10,,,,
36645,20190614:0100,8.6,10,,,,
36645,20190614:0200,8.5,10,,,,
36645,20190614:0300,8.4,10,,,,
36645,20190614:0400,8.3,10,,,,
36645,20190614:0500,8.2,10,,,,
36645,20190614:0600,8,10,,,,
36645,20190614:0700,8,10,,,,
36645,20190614:0800,7.8,10,,,,
36645,20190614:0900,7.7,10,,,,
36645,20190614:1000,7.6,10,,,,
36645,20190614:1100,7.6,10,,,,
36645,20190614:1200,7.6,10,,,,
36645,20190614:1300,7.8,10,,,,
36645,20190614:1400,8,10,,,,
36645,20190614:1500,8.2,10,,,,
36645,20190614:1600,8.5,10,,,,
36645,20190614:1700,8.7,10,,,,
36645,20190614:1800,8.8,10,,,,
36645,20190614:1900,8.8,10,,,,
36645,20190614:2000,8.8,10,,,,
36645,20190614:2100,8.8,10,,,,
36645,20190614:2200,8.7,10,,,,
36645,20190614:2300,8.7,10,,,,
36645,20190615:0000,8.7,10,,,,
36645,20190615:0100,8.7,10,,,,
36645,20190615:0200,8.6,10,,,,
36645,20190615:0300,8.6,10,,,,
36645,20190615:0400,8.6,10,,,,
36645,20190615:0500,8.6,10,,,,
36645,20190615:0600,8.6,10,,,,
36645,20190615:0700,8.6,10,,,,
36645,20190615:0800,8.6,10,,,,
36645,20190615:0900,8.6,10,,,,
36645,20190615:1000,8.6,10,,,,
36645,20190615:1100,8.6,10,,,,
36645,20190615:1200,8.6,10,,,,
36645,20190615:1300,8.7,10,,,,
36645,20190615:1400,8.8,10,,,,
36645,20190615:1500,8.9,10,,,,
36645,20190615:1600,9,10,,,,
36645,20190615:1700,9.1,10,,,,
36645,20190615:1800,9.1,10,,,,
36645,20190615:1900,9.1,10,,,,
36645,20190615:2000,9.1,10,,,,
36645,20190615:2100,9,10,,,,
36645,20190615:2200,8.8,10,,,,
36645,20190615:2300,8.7,10,,,,
36645,20190616:0000,8.6,10,,,,
36645,20190616:0100,8.4,10,,,,
36645,20190616:0200,8.4,10,,,,
36645,20190616:0300,8.3,10,,,,
36645,20190616:0400,8.2,10,,,,
36645,20190616:0500,8,10,,,,
36645,20190616:0600,7.9,10,,,,
36645,20190616:0700,7.8,10,,,,
36645,20190616:0800,7.7,10,,,,
36645,20190616:0900,7.6,10,,,,
36645,20190616:1000,7.4,10,,,,
36645,20190616:1100,7.4,10,,,,
36645,20190616:1200,7.4,10,,,,
36645,20190616:1300,7.4,10,,,,
36645,20190616:1400,7.6,10,,,,
36645,20190616:1500,7.7,10,,,,
36645,20190616:1600,7.9,10,,,,
36645,20190616:1700,8.1,10,,,,
36645,20190616:1800,8.2,10,,,,
36645,20190616:1900,8.2,10,,,,
36645,20190616:2000,8.1,10,,,,
36645,20190616:2100,8,10,,,,
36645,20190616:2200,7.8,10,,,,
36645,20190616:2300,7.6,10,,,,
36645,20190617:0000,7.5,10,,,,
36645,20190617:0100,7.3,10,,,,
36645,20190617:0200,7.2,10,,,,
36645,20190617:0300,7,10,,,,
36645,20190617:0400,6.8,10,,,,
36645,20190617:0500,6.7,10,,,,
36645,20190617:0600,6.6,10,,,,
36645,20190617:0700,6.5,10,,,,
36645,20190617:0800,6.4,10,,,,
36645,20190617:0900,6.3,10,,,,
36645,20190617:1000,6.2,10,,,,
36645,20190617:1100,6.1,10,,,,
36645,20190617:1200,6,10,,,,
36645,20190617:1300,6,10,,,,
36645,20190617:1400,6,10,,,,
36645,20190617:1500,6.2,10,,,,
36645,20190617:1600,6.3,10,,,,
36645,20190617:1700,6.4,10,,,,
36645,20190617:1800,6.5,10,,,,
36645,20190617:1900,6.5,10,,,,
36645,20190617:2000,6.6,10,,,,
36645,20190617:2100,6.6,10,,,,
36645,20190617:2200,6.6,10,,,,
36645,20190617:2300,6.5,10,,,,
36645,20190618:0000,6.5,10,,,,
36645,20190618:0100,6.4,10,,,,
36645,20190618:0200,6.4,10,,,,
36645,20190618:0300,6.3,10,,,,
36645,20190618:0400,6.3,10,,,,
36645,20190618:0500,6.2,10,,,,
36645,20190618:0600,6.1,10,,,,
36645,20190618:0700,6,10,,,,
36645,20190618:0800,5.9,10,,,,
36645,20190618:0900,5.8,10,,,,
36645,20190618:1000,5.7,10,,,,
36645,20190618:1100,5.6,10,,,,
36645,20190618:1200,5.6,10,,,,
36645,20190618:1300,5.6,10,,,,
36645,20190618:1400,5.8,10,,,,
36645,20190618:1500,6,10,,,,
36645,20190618:1600,6.2,10,,,,
36645,20190618:1700,6.3,10,,,,
36645,20190618:1800,6.4,10,,,,
36645,20190618:1900,6.4,10,,,,
36645,20190618:2000,6.3,10,,,,
36645,20190618:2100,6.2,10,,,,
36645,20190618:2200,6.1,10,,,,
36645,20190618:2300,6,10,,,,
36645,20190619:0000,5.9,10,,,,
36645,20190619:0100,5.8,10,,,,
36645,20190619:0200,5.8,10,,,,
36645,20190619:0300,5.7,10,,,,
36645,20190619:0400,5.7,10,,,,
36645,20190619:0500,5.6,10,,,,
36645,20190619:0600,5.6,10,,,,
36645,20190619:0700,5.5,10,,,,
36645,20190619:0800,5.4,10,,,,
36645,20190619:0900,5.4,10,,,,
36645,20190619:1000,5.3,10,,,,
36645,20190619:1100,5.3,10,,,,
36645,20190619:1200,5.3,10,,,,
36645,20190619:1300,5.3,10,,,,
36645,20190619:1400,5.4,10,,,,
36645,20190619:1500,5.6,10,,,,
36645,20190619:1600,5.8,10,,,,
36645,20190619:1700,5.9,10,,,,
36645,20190619:1800,6,10,,,,
36645,20190619:1900,6,10,,,,
36645,20190619:2000,6,10,,,,
36645,20190619:2100,5.9,10,,,,
36645,20190619:2200,5.8,10,,,,
36645,20190619:2300,5.6,10,,,,
36645,20190620:0000,5.6,10,,,,
36645,20190620:0100,5.4,10,,,,
36645,20190620:0200,5.3,10,,,,
36645,20190620:0300,5.2,10,,,,
36645,20190620:0400,5.1,10,,,,
36645,20190620:0500,5,10,,,,
36645,20190620:0600,5,10,,,,
36645,20190620:0700,4.9,10,,,,
36645,20190620:0800,4.8,10,,,,
36645,20190620:0900,4.8,10,,,,
36645,20190620:1000,4.7,10,,,,
36645,20190620:1100,4.7,10,,,,
36645,20190620:1200,4.6,10,,,,
36645,20190620:1300,4.6,10,,,,
36645,20190620:1400,4.6,10,,,,
36645,20190620:1500,4.8,10,,,,
36645,20190620:1600,4.9,10,,,,
36645,20190620:1700,5.1,10,,,,
36645,20190620:1800,5.2,10,,,,
36645,20190620:1900,5.3,10,,,,
36645,20190620:2000,5.3,10,,,,
36645,20190620:2100,5.4,10,,,,
36645,20190620:2200,5.4,10,,,,
36645,20190620:2300,5.4,10,,,,
36645,20190621:0000,5.4,10,,,,
36645,20190621:0100,5.4,10,,,,
36645,20190621:0200,5.4,10,,,,
36645,20190621:0300,5.4,10,,,,
36645,20190621:0400,5.4,10,,,,
36645,20190621:0500,5.3,10,,,,
36645,20190621:0600,5.2,10,,,,
36645,20190621:0700,5.2,10,,,,
36645,20190621:0800,5.1,10,,,,
36645,20190621:0900,5.2,10,,,,
36645,20190621:1000,5.2,10,,,,
36645,20190621:1100,5.2,10,,,,
36645,20190621:1200,5.4,10,,,,
36645,20190621:1300,5.5,10,,,,
36645,20190621:1400,5.7,10,,,,
36645,20190621:1500,6,10,,,,
36645,20190621:1600,6.2,10,,,,
36645,20190621:1700,6.3,10,,,,
36645,20190621:1800,6.3,10,,,,
36645,20190621:1900,6.3,10,,,,
36645,20190621:2000,6.3,10,,,,
36645,20190621:2100,6.2,10,,,,
36645,20190621:2200,6.1,10,,,,
36645,20190621:2300,6,10,,,,
36645,20190622:0000,5.9,10,,,,
36645,20190622:0100,5.8,10,,,,
36645,20190622:0200,5.8,10,,,,
36645,20190622:0300,5.7,10,,,,
36645,20190622:0400,5.6,10,,,,
36645,20190622:0500,5.6,10,,,,
36645,20190622:0600,5.6,10,,,,
36645,20190622:0700,5.5,10,,,,
36645,20190622:0800,5.5,10,,,,
36645,20190622:0900,5.4,10,,,,
36645,20190622:1000,5.3,10,,,,
36645,20190622:1100,5.3,10,,,,
36645,20190622:1200,5.4,10,,,,
36645,20190622:1300,5.6,10,,,,
36645,20190622:1400,5.8,10,,,,
36645,20190622:1500,6,10,,,,
36645,20190622:1600,6.2,10,,,,
36645,20190622:1700,6.4,10,,,,
36645,20190622:1800,6.5,10,,,,
36645,20190622:1900,6.4,10,,,,
36645,20190622:2000,6.4,10,,,,
36645,20190622:2100,6.2,10,,,,
36645,20190622:2200,6.2,10,,,,
36645,20190622:2300,6,10,,,,
36645,20190623:0000,5.9,10,,,,
36645,20190623:0100,5.8,10,,,,
36645,20190623:0200,5.7,10,,,,
36645,20190623:0300,5.6,10,,,,
36645,20190623:0400,5.5,10,,,,
36645,20190623:0500,5.4,10,,,,
36645,20190623:0600,5.3,10,,,,
36645,20190623:0700,5.2,10,,,,
36645,20190623:0800,5.1,10,,,,
36645,20190623:0900,5.1,10,,,,
36645,20190623:1000,5.2,10,,,,
36645,20190623:1100,5.2,10,,,,
36645,20190623:1200,5.2,10,,,,
36645,20190623:1300,5.3,10,,,,
36645,20190623:1400,5.4,10,,,,
36645,20190623:1500,5.6,10,,,,
36645,20190623:1600,5.8,10,,,,
36645,20190623:1700,6,10,,,,
36645,20190623:1800,6,10,,,,
36645,20190623:1900,6,10,,,,
36645,20190623:2000,5.9,10,,,,
36645,20190623:2100,5.8,10,,,,
36645,20190623:2200,5.6,10,,,,
36645,20190623:2300,5.5,10,,,,
36645,20190624:0000,5.4,10,,,,
36645,20190624:0100,5.3,10,,,,
36645,20190624:0200,5.2,10,,,,
36645,20190624:0300,5.2,10,,,,
36645,20190624:0400,5.2,10,,,,
36645,20190624:0500,5.2,10,,,,
36645,20190624:0600,5.1,10,,,,
36645,20190624:0700,5.1,10,,,,
36645,20190624:0800,5,10,,,,
36645,20190624:0900,5,10,,,,
36645,20190624:1000,4.9,10,,,,
36645,20190624:1100,4.9,10,,,,
36645,20190624:1200,4.9,10,,,,
36645,20190624:1300,5,10,,,,
36645,20190624:1400,5.2,10,,,,
36645,20190624:1500,5.4,10,,,,
36645,20190624:1600,5.6,10,,,,
36645,20190624:1700,5.8,10,,,,
36645,20190624:1800,5.9,10,,,,
36645,20190624:1900,5.9,10,,,,
36645,20190624:2000,5.8,10,,,,
36645,20190624:2100,5.7,10,,,,
36645,20190624:2200,5.6,10,,,,
36645,20190624:2300,5.5,10,,,,
36645,20190625:0000,5.4,10,,,,
36645,20190625:0100,5.3,10,,,,
36645,20190625:0200,5.2,10,,,,
36645,20190625:0300,5.1,10,,,,
36645,20190625:0400,5.1,10,,,,
36645,20190625:0500,5,10,,,,
36645,20190625:0600,4.9,10,,,,
36645,20190625:0700,4.9,10,,,,
36645,20190625:0800,4.8,10,,,,
36645,20190625:0900,4.8,10,,,,
36645,20190625:1000,4.8,10,,,,
36645,20190625:1100,4.8,10,,,,
36645,20190625:1200,4.8,10,,,,
36645,20190625:1300,4.8,10,,,,
36645,20190625:1400,5,10,,,,
36645,20190625:1500,5.3,10,,,,
36645,20190625:1600,5.5,10,,,,
36645,20190625:1700,5.7,10,,,,
36645,20190625:1800,5.8,10,,,,
36645,20190625:1900,5.8,10,,,,
36645,20190625:2000,5.7,10,,,,
36645,20190625:2100,5.6,10,,,,
36645,20190625:2200,5.5,10,,,,
36645,20190625:2300,5.4,10,,,,
36645,20190626:0000,5.3,10,,,,
36645,20190626:0100,5.2,10,,,,
36645,20190626:0200,5.1,10,,,,
36645,20190626:0300,5,10,,,,
36645,20190626:0400,4.9,10,,,,
36645,20190626:0500,4.9,10,,,,
36645,20190626:0600,4.9,10,,,,
36645,20190626:0700,4.9,10,,,,
36645,20190626:0800,4.9,10,,,,
36645,20190626:0900,4.8,10,,,,
36645,20190626:1000,4.8,10,,,,
36645,20190626:1100,4.7,10,,,,
36645,20190626:1200,4.7,10,,,,
36645,20190626:1300,4.8,10,,,,
36645,20190626:1400,4.9,10,,,,
36645,20190626:1500,5.1,10,,,,
36645,20190626:1600,5.3,10,,,,
36645,20190626:1700,5.4,10,,,,
36645,20190626:1800,5.6,10,,,,
36645,20190626:1900,5.6,10,,,,
36645,20190626:2000,5.5,10,,,,
36645,20190626:2100,5.4,10,,,,
36645,20190626:2200,5.2,10,,,,
36645,20190626:2300,5.1,10,,,,
36645,20190627:0000,5,10,,,,
36645,20190627:0100,4.8,10,,,,
36645,20190627:0200,4.8,10,,,,
36645,20190627:0300,4.7,10,,,,
36645,20190627:0400,4.6,10,,,,
36645,20190627:0500,4.5,10,,,,
36645,20190627:0600,4.5,10,,,,
36645,20190627:0700,4.4,10,,,,
36645,20190627:0800,4.4,10,,,,
36645,20190627:0900,4.3,10,,,,
36645,20190627:1000,4.3,10,,,,
36645,20190627:1100,4.2,10,,,,
36645,20190627:1200,4.2,10,,,,
36645,20190627:1300,4.3,10,,,,
36645,20190627:1400,4.4,10,,,,
36645,20190627:1500,4.6,10,,,,
36645,20190627:1600,4.9,10,,,,
36645,20190627:1700,5,10,,,,
36645,20190627:1800,5.2,10,,,,
36645,20190627:1900,5.2,10,,,,
36645,20190627:2000,5.1,10,,,,
36645,20190627:2100,5,10,,,,
36645,20190627:2200,4.9,10,,,,
36645,20190627:2300,4.8,10,,,,
36645,20190628:0000,4.6,10,,,,
36645,20190628:0100,4.5,10,,,,
36645,20190628:0200,4.4,10,,,,
36645,20190628:0300,4.3,10,,,,
36645,20190628:0400,4.2,10,,,,
36645,20190628:0500,4.2,10,,,,
36645,20190628:0600,4.1,10,,,,
36645,20190628:0700,4,10,,,,
36645,20190628:0800,4,10,,,,
36645,20190628:0900,3.9,10,,,,
36645,20190628:1000,3.9,10,,,,
36645,20190628:1100,3.8,10,,,,
36645,20190628:1200,3.8,10,,,,
36645,20190628:1300,3.8,10,,,,
36645,20190628:1400,3.8,10,,,,
36645,20190628:1500,4,10,,,,
36645,20190628:1600,4.2,10,,,,
36645,20190628:1700,4.4,10,,,,
36645,20190628:1800,4.5,10,,,,
36645,20190628:1900,4.6,10,,,,
36645,20190628:2000,4.5,10,,,,
36645,20190628:2100,4.5,10,,,,
36645,20190628:2200,4.4,10,,,,
36645,20190628:2300,4.3,10,,,,
36645,20190629:0000,4.2,10,,,,
36645,20190629:0100,4.2,10,,,,
36645,20190629:0200,4.2,10,,,,
36645,20190629:0300,4.1,10,,,,
36645,20190629:0400,4.1,10,,,,
36645,20190629:0500,4,10,,,,
36645,20190629:0600,4,10,,,,
36645,20190629:0700,3.9,10,,,,
36645,20190629:0800,3.9,10,,,,
36645,20190629:0900,3.8,10,,,,
36645,20190629:1000,3.8,10,,,,
36645,20190629:1100,3.8,10,,,,
36645,20190629:1200,3.9,10,,,,
36645,20190629:1300,4,10,,,,
36645,20190629:1400,4.3,10,,,,
36645,20190629:1500,4.5,10,,,,
36645,20190629:1600,4.8,10,,,,
36645,20190629:1700,5,10,,,,
36645,20190629:1800,5.1,10,,,,
36645,20190629:1900,5.1,10,,,,
36645,20190629:2000,5,10,,,,
36645,20190629:2100,4.9,10,,,,
36645,20190629:2200,4.8,10,,,,
36645,20190629:2300,4.7,10,,,,
36645,20190630:0000,4.7,10,,,,
36645,20190630:0100,4.7,10,,,,
36645,20190630:0200,4.7,10,,,,
36645,20190630:0300,4.7,10,,,,
36645,20190630:0400,4.7,10,,,,
36645,20190630:0500,4.7,10,,,,
36645,20190630:0600,4.7,10,,,,
36645,20190630:0700,4.6,10,,,,
36645,20190630:0800,4.6,10,,,,
36645,20190630:0900,4.5,10,,,,
36645,20190630:1000,4.4,10,,,,
36645,20190630:1100,4.4,10,,,,
36645,20190630:1200,4.4,10,,,,
36645,20190630:1300,4.5,10,,,,
36645,20190630:1400,4.7,10,,,,
36645,20190630:1500,4.9,10,,,,
36645,20190630:1600,5.2,10,,,,
36645,20190630:1700,5.4,10,,,,
36645,20190630:1800,5.5,10,,,,
36645,20190630:1900,5.5,10,,,,
36645,20190630:2000,5.4,10,,,,
36645,20190630:2100,5.4,10,,,,
