Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20090128:1700,20.2,10,,,,
36645,20090128:1800,20.7,10,,,,
36645,20090128:1900,21,10,,,,
36645,20090128:2000,21,10,,,,
36645,20090128:2100,20.9,10,,,,
36645,20090128:2200,20.6,10,,,,
36645,20090128:2300,20.4,10,,,,
36645,20090129:0000,20,10,,,,
36645,20090129:0100,19.6,10,,,,
36645,20090129:0200,19.4,10,,,,
36645,20090129:0300,19.1,10,,,,
36645,20090129:0400,18.8,10,,,,
36645,20090129:0500,18.6,10,,,,
36645,20090129:0600,18.4,10,,,,
36645,20090129:0700,18.2,10,,,,
36645,20090129:0800,18.1,10,,,,
36645,20090129:0900,18,10,,,,
36645,20090129:1000,17.9,10,,,,
36645,20090129:1100,17.9,10,,,,
36645,20090129:1200,18,10,,,,
36645,20090129:1300,18.3,10,,,,
36645,20090129:1400,18.7,10,,,,
36645,20090129:1500,19.2,10,,,,
36645,20090129:1600,19.6,10,,,,
36645,20090129:1700,19.8,10,,,,
36645,20090129:1800,20.1,10,,,,
36645,20090129:1900,20.2,10,,,,
36645,20090129:2000,20.3,10,,,,
36645,20090129:2100,20.3,10,,,,
36645,20090129:2200,20.2,10,,,,
36645,20090129:2300,19.9,10,,,,
36645,20090130:0000,19.7,10,,,,
36645,20090130:0100,19.4,10,,,,
36645,20090130:0200,19.2,10,,,,
36645,20090130:0300,19,10,,,,
36645,20090130:0400,18.8,10,,,,
36645,20090130:0500,18.7,10,,,,
36645,20090130:0600,18.6,10,,,,
36645,20090130:0700,18.4,10,,,,
36645,20090130:0800,18.3,10,,,,
36645,20090130:0900,18.2,10,,,,
36645,20090130:1000,18.2,10,,,,
36645,20090130:1100,18.3,10,,,,
36645,20090130:1200,18.5,10,,,,
36645,20090130:1300,18.8,10,,,,
36645,20090130:1400,19.2,10,,,,
36645,20090130:1500,19.6,10,,,,
36645,20090130:1600,19.9,10,,,,
36645,20090130:1700,20.1,10,,,,
36645,20090130:1800,20.4,10,,,,
36645,20090130:1900,20.6,10,,,,
36645,20090130:2000,20.7,10,,,,
36645,20090130:2100,20.6,10,,,,
36645,20090130:2200,20.5,10,,,,
36645,20090130:2300,20.3,10,,,,
36645,20090131:0000,20.1,10,,,,
36645,20090131:0100,19.9,10,,,,
36645,20090131:0200,19.7,10,,,,
36645,20090131:0300,19.6,10,,,,
36645,20090131:0400,19.4,10,,,,
36645,20090131:0500,19.3,10,,,,
36645,20090131:0600,19.2,10,,,,
36645,20090131:0700,19.1,10,,,,
36645,20090131:0800,19,10,,,,
36645,20090131:0900,19,10,,,,
36645,20090131:1000,19.2,10,,,,
36645,20090131:1100,19.5,10,,,,
36645,20090131:1200,20,10,,,,
36645,20090131:1300,20.7,10,,,,
36645,20090131:1400,21.2,10,,,,
36645,20090131:1500,21.6,10,,,,
36645,20090131:1600,22.2,10,,,,
36645,20090131:1700,22.8,10,,,,
36645,20090131:1800,23.1,10,,,,
36645,20090131:1900,23.3,10,,,,
36645,20090131:2000,23.2,10,,,,
36645,20090131:2100,23,10,,,,
36645,20090131:2200,22.7,10,,,,
36645,20090131:2300,22.4,10,,,,
36645,20090201:0000,22,10,,,,
36645,20090201:0100,21.6,10,,,,
36645,20090201:0200,21.2,10,,,,
36645,20090201:0300,21,10,,,,
36645,20090201:0400,20.6,10,,,,
36645,20090201:0500,20.3,10,,,,
36645,20090201:0600,20,10,,,,
36645,20090201:0700,19.7,10,,,,
36645,20090201:0800,19.5,10,,,,
36645,20090201:0900,19.4,10,,,,
36645,20090201:1000,19.4,10,,,,
36645,20090201:1100,19.6,10,,,,
36645,20090201:1200,20,10,,,,
36645,20090201:1300,20.4,10,,,,
36645,20090201:1400,20.8,10,,,,
36645,20090201:1500,21.1,10,,,,
36645,20090201:1600,21.2,10,,,,
36645,20090201:1700,21,10,,,,
36645,20090201:1800,20.9,10,,,,
36645,20090201:1900,20.8,10,,,,
36645,20090201:2000,20.6,10,,,,
36645,20090201:2100,20.4,10,,,,
36645,20090201:2200,20.2,10,,,,
36645,20090201:2300,19.9,10,,,,
36645,20090202:0000,19.7,10,,,,
36645,20090202:0100,19.5,10,,,,
36645,20090202:0200,19.3,10,,,,
36645,20090202:0300,19.1,10,,,,
36645,20090202:0400,18.9,10,,,,
36645,20090202:0500,18.8,10,,,,
36645,20090202:0600,18.6,10,,,,
36645,20090202:0700,18.4,10,,,,
36645,20090202:0800,18.3,10,,,,
36645,20090202:0900,18.1,10,,,,
36645,20090202:1000,18,10,,,,
36645,20090202:1100,17.9,10,,,,
36645,20090202:1200,17.9,10,,,,
36645,20090202:1300,18,10,,,,
36645,20090202:1400,18,10,,,,
36645,20090202:1500,18.1,10,,,,
36645,20090202:1600,18.2,10,,,,
36645,20090202:1700,18.3,10,,,,
36645,20090202:1800,18.3,10,,,,
36645,20090202:1900,18.3,10,,,,
36645,20090202:2000,18.2,10,,,,
36645,20090202:2100,18.2,10,,,,
36645,20090202:2200,18,10,,,,
36645,20090202:2300,17.8,10,,,,
36645,20090203:0000,17.7,10,,,,
36645,20090203:0100,17.5,10,,,,
36645,20090203:0200,17.3,10,,,,
36645,20090203:0300,17,10,,,,
36645,20090203:0400,16.8,10,,,,
36645,20090203:0500,16.6,10,,,,
36645,20090203:0600,16.4,10,,,,
36645,20090203:0700,16.1,10,,,,
36645,20090203:0800,15.9,10,,,,
36645,20090203:0900,15.8,10,,,,
36645,20090203:1000,16,10,,,,
36645,20090203:1100,16.2,10,,,,
36645,20090203:1200,16.6,10,,,,
36645,20090203:1300,16.9,10,,,,
36645,20090203:1400,17.4,10,,,,
36645,20090203:1500,18,10,,,,
36645,20090203:1600,18.6,10,,,,
36645,20090203:1700,19.2,10,,,,
36645,20090203:1800,19.8,10,,,,
36645,20090203:1900,20.1,10,,,,
36645,20090203:2000,20.2,10,,,,
36645,20090203:2100,20.1,10,,,,
36645,20090203:2200,19.9,10,,,,
36645,20090203:2300,19.6,10,,,,
36645,20090204:0000,19.3,10,,,,
36645,20090204:0100,19.1,10,,,,
36645,20090204:0200,18.9,10,,,,
36645,20090204:0300,18.7,10,,,,
36645,20090204:0400,18.5,10,,,,
36645,20090204:0500,18.4,10,,,,
36645,20090204:0600,18.2,10,,,,
36645,20090204:0700,18.1,10,,,,
36645,20090204:0800,17.9,10,,,,
36645,20090204:0900,17.8,10,,,,
36645,20090204:1000,17.8,10,,,,
36645,20090204:1100,17.8,10,,,,
36645,20090204:1200,17.8,10,,,,
36645,20090204:1300,17.8,10,,,,
36645,20090204:1400,17.9,10,,,,
36645,20090204:1500,18,10,,,,
36645,20090204:1600,18,10,,,,
36645,20090204:1700,18,10,,,,
36645,20090204:1800,18,10,,,,
36645,20090204:1900,18,10,,,,
36645,20090204:2000,18,10,,,,
36645,20090204:2100,17.9,10,,,,
36645,20090204:2200,17.8,10,,,,
36645,20090204:2300,17.6,10,,,,
36645,20090205:0000,17.5,10,,,,
36645,20090205:0100,17.4,10,,,,
36645,20090205:0200,17.3,10,,,,
36645,20090205:0300,17.2,10,,,,
36645,20090205:0400,17.1,10,,,,
36645,20090205:0500,17,10,,,,
36645,20090205:0600,17,10,,,,
36645,20090205:0700,16.9,10,,,,
36645,20090205:0800,16.8,10,,,,
36645,20090205:0900,16.8,10,,,,
36645,20090205:1000,16.8,10,,,,
36645,20090205:1100,17,10,,,,
36645,20090205:1200,17.4,10,,,,
36645,20090205:1300,18.1,10,,,,
36645,20090205:1400,18.8,10,,,,
36645,20090205:1500,19.6,10,,,,
36645,20090205:1600,20.4,10,,,,
36645,20090205:1700,20.9,10,,,,
36645,20090205:1800,21.3,10,,,,
36645,20090205:1900,21.5,10,,,,
36645,20090205:2000,21.5,10,,,,
36645,20090205:2100,21.3,10,,,,
36645,20090205:2200,21,10,,,,
36645,20090205:2300,20.6,10,,,,
36645,20090206:0000,20.3,10,,,,
36645,20090206:0100,19.9,10,,,,
36645,20090206:0200,19.6,10,,,,
36645,20090206:0300,19.2,10,,,,
36645,20090206:0400,18.9,10,,,,
36645,20090206:0500,18.5,10,,,,
36645,20090206:0600,18.2,10,,,,
36645,20090206:0700,17.8,10,,,,
36645,20090206:0800,17.5,10,,,,
36645,20090206:0900,17.3,10,,,,
36645,20090206:1000,17.3,10,,,,
36645,20090206:1100,17.6,10,,,,
36645,20090206:1200,18,10,,,,
36645,20090206:1300,18.6,10,,,,
36645,20090206:1400,19.2,10,,,,
36645,20090206:1500,19.6,10,,,,
36645,20090206:1600,20.2,10,,,,
36645,20090206:1700,20.6,10,,,,
36645,20090206:1800,20.9,10,,,,
36645,20090206:1900,21,10,,,,
36645,20090206:2000,20.9,10,,,,
36645,20090206:2100,20.7,10,,,,
36645,20090206:2200,20.5,10,,,,
36645,20090206:2300,20.2,10,,,,
36645,20090207:0000,20,10,,,,
36645,20090207:0100,19.8,10,,,,
36645,20090207:0200,19.6,10,,,,
36645,20090207:0300,19.4,10,,,,
36645,20090207:0400,19.3,10,,,,
36645,20090207:0500,19.2,10,,,,
36645,20090207:0600,19,10,,,,
36645,20090207:0700,18.8,10,,,,
36645,20090207:0800,18.7,10,,,,
36645,20090207:0900,18.6,10,,,,
36645,20090207:1000,18.5,10,,,,
36645,20090207:1100,18.4,10,,,,
36645,20090207:1200,18.5,10,,,,
36645,20090207:1300,18.7,10,,,,
36645,20090207:1400,19,10,,,,
36645,20090207:1500,19.5,10,,,,
36645,20090207:1600,20,10,,,,
36645,20090207:1700,20.6,10,,,,
36645,20090207:1800,20.9,10,,,,
36645,20090207:1900,21.1,10,,,,
36645,20090207:2000,21.1,10,,,,
36645,20090207:2100,21,10,,,,
36645,20090207:2200,20.8,10,,,,
36645,20090207:2300,20.5,10,,,,
36645,20090208:0000,20.2,10,,,,
36645,20090208:0100,19.9,10,,,,
36645,20090208:0200,19.6,10,,,,
36645,20090208:0300,19.3,10,,,,
36645,20090208:0400,19,10,,,,
36645,20090208:0500,18.7,10,,,,
36645,20090208:0600,18.5,10,,,,
36645,20090208:0700,18.3,10,,,,
36645,20090208:0800,18.1,10,,,,
36645,20090208:0900,18,10,,,,
36645,20090208:1000,18.1,10,,,,
36645,20090208:1100,18.4,10,,,,
36645,20090208:1200,19,10,,,,
36645,20090208:1300,19.6,10,,,,
36645,20090208:1400,20.3,10,,,,
36645,20090208:1500,21,10,,,,
36645,20090208:1600,21.6,10,,,,
36645,20090208:1700,22,10,,,,
36645,20090208:1800,22.4,10,,,,
36645,20090208:1900,22.7,10,,,,
36645,20090208:2000,22.7,10,,,,
36645,20090208:2100,22.6,10,,,,
36645,20090208:2200,22.4,10,,,,
36645,20090208:2300,22.1,10,,,,
36645,20090209:0000,21.9,10,,,,
36645,20090209:0100,21.6,10,,,,
36645,20090209:0200,21.4,10,,,,
36645,20090209:0300,21.2,10,,,,
36645,20090209:0400,21.1,10,,,,
36645,20090209:0500,20.9,10,,,,
36645,20090209:0600,20.7,10,,,,
36645,20090209:0700,20.6,10,,,,
36645,20090209:0800,20.4,10,,,,
36645,20090209:0900,20.4,10,,,,
36645,20090209:1000,20.4,10,,,,
36645,20090209:1100,20.6,10,,,,
36645,20090209:1200,21,10,,,,
36645,20090209:1300,21.3,10,,,,
36645,20090209:1400,21.8,10,,,,
36645,20090209:1500,22,10,,,,
36645,20090209:1600,22.1,10,,,,
36645,20090209:1700,22,10,,,,
36645,20090209:1800,21.9,10,,,,
36645,20090209:1900,21.6,10,,,,
36645,20090209:2000,21.4,10,,,,
36645,20090209:2100,21.1,10,,,,
36645,20090209:2200,20.9,10,,,,
36645,20090209:2300,20.6,10,,,,
36645,20090210:0000,20.4,10,,,,
36645,20090210:0100,20.2,10,,,,
36645,20090210:0200,20,10,,,,
36645,20090210:0300,19.8,10,,,,
36645,20090210:0400,19.6,10,,,,
36645,20090210:0500,19.5,10,,,,
36645,20090210:0600,19.3,10,,,,
36645,20090210:0700,19.2,10,,,,
36645,20090210:0800,19,10,,,,
36645,20090210:0900,18.9,10,,,,
36645,20090210:1000,18.8,10,,,,
36645,20090210:1100,18.8,10,,,,
36645,20090210:1200,18.9,10,,,,
36645,20090210:1300,18.9,10,,,,
36645,20090210:1400,19,10,,,,
36645,20090210:1500,19,10,,,,
36645,20090210:1600,19.1,10,,,,
36645,20090210:1700,19.2,10,,,,
36645,20090210:1800,19.1,10,,,,
36645,20090210:1900,19.1,10,,,,
36645,20090210:2000,19,10,,,,
36645,20090210:2100,18.9,10,,,,
36645,20090210:2200,18.8,10,,,,
36645,20090210:2300,18.5,10,,,,
36645,20090211:0000,18.1,10,,,,
36645,20090211:0100,17.7,10,,,,
36645,20090211:0200,17.6,10,,,,
36645,20090211:0300,17.5,10,,,,
36645,20090211:0400,17.4,10,,,,
36645,20090211:0500,17.3,10,,,,
36645,20090211:0600,17.2,10,,,,
36645,20090211:0700,17.1,10,,,,
36645,20090211:0800,17,10,,,,
36645,20090211:0900,16.9,10,,,,
36645,20090211:1000,16.9,10,,,,
36645,20090211:1100,17,10,,,,
36645,20090211:1200,17.1,10,,,,
36645,20090211:1300,17.5,10,,,,
36645,20090211:1400,17.8,10,,,,
36645,20090211:1500,18.2,10,,,,
36645,20090211:1600,18.5,10,,,,
36645,20090211:1700,18.7,10,,,,
36645,20090211:1800,18.7,10,,,,
36645,20090211:1900,18.7,10,,,,
36645,20090211:2000,18.6,10,,,,
36645,20090211:2100,18.4,10,,,,
36645,20090211:2200,18.3,10,,,,
36645,20090211:2300,18.2,10,,,,
36645,20090212:0000,18,10,,,,
36645,20090212:0100,17.8,10,,,,
36645,20090212:0200,17.6,10,,,,
36645,20090212:0300,17.4,10,,,,
36645,20090212:0400,17.4,10,,,,
36645,20090212:0500,17.2,10,,,,
36645,20090212:0600,17.1,10,,,,
36645,20090212:0700,17,10,,,,
36645,20090212:0800,17,10,,,,
36645,20090212:0900,16.8,10,,,,
36645,20090212:1000,16.7,10,,,,
36645,20090212:1100,16.3,10,,,,
36645,20090212:1200,16,10,,,,
36645,20090212:1300,16.1,10,,,,
36645,20090212:1400,16.1,10,,,,
36645,20090212:1500,16.2,10,,,,
36645,20090212:1600,16.3,10,,,,
36645,20090212:1700,16.4,10,,,,
36645,20090212:1800,16.4,10,,,,
36645,20090212:1900,16.4,10,,,,
36645,20090212:2000,16.4,10,,,,
36645,20090212:2100,16.3,10,,,,
36645,20090212:2200,16.1,10,,,,
36645,20090212:2300,16,10,,,,
36645,20090213:0000,15.9,10,,,,
36645,20090213:0100,15.8,10,,,,
36645,20090213:0200,15.7,10,,,,
36645,20090213:0300,15.6,10,,,,
36645,20090213:0400,15.4,10,,,,
36645,20090213:0500,15.4,10,,,,
36645,20090213:0600,15.2,10,,,,
36645,20090213:0700,15.2,10,,,,
36645,20090213:0800,15.1,10,,,,
36645,20090213:0900,15,10,,,,
36645,20090213:1000,15,10,,,,
36645,20090213:1100,15,10,,,,
36645,20090213:1200,15,10,,,,
36645,20090213:1300,15.1,10,,,,
36645,20090213:1400,15.1,10,,,,
36645,20090213:1500,15.2,10,,,,
36645,20090213:1600,15.3,10,,,,
36645,20090213:1700,15.4,10,,,,
36645,20090213:1800,15.5,10,,,,
36645,20090213:1900,15.5,10,,,,
36645,20090213:2000,15.4,10,,,,
36645,20090213:2100,15.3,10,,,,
36645,20090213:2200,15.2,10,,,,
36645,20090213:2300,15,10,,,,
36645,20090214:0000,14.9,10,,,,
36645,20090214:0100,14.8,10,,,,
36645,20090214:0200,14.7,10,,,,
36645,20090214:0300,14.6,10,,,,
36645,20090214:0400,14.5,10,,,,
36645,20090214:0500,14.4,10,,,,
36645,20090214:0600,14.3,10,,,,
36645,20090214:0700,14.2,10,,,,
36645,20090214:0800,14.1,10,,,,
36645,20090214:0900,14,10,,,,
36645,20090214:1000,14,10,,,,
36645,20090214:1100,14.1,10,,,,
36645,20090214:1200,14.3,10,,,,
36645,20090214:1300,14.7,10,,,,
36645,20090214:1400,15.2,10,,,,
36645,20090214:1500,15.9,10,,,,
36645,20090214:1600,16.6,10,,,,
36645,20090214:1700,17.2,10,,,,
36645,20090214:1800,17.8,10,,,,
36645,20090214:1900,18.1,10,,,,
36645,20090214:2000,18.1,10,,,,
36645,20090214:2100,18,10,,,,
36645,20090214:2200,17.7,10,,,,
36645,20090214:2300,17.3,10,,,,
36645,20090215:0000,16.9,10,,,,
36645,20090215:0100,16.6,10,,,,
36645,20090215:0200,16.2,10,,,,
36645,20090215:0300,15.8,10,,,,
36645,20090215:0400,15.5,10,,,,
36645,20090215:0500,15.2,10,,,,
36645,20090215:0600,14.9,10,,,,
36645,20090215:0700,14.6,10,,,,
36645,20090215:0800,14.4,10,,,,
36645,20090215:0900,14.2,10,,,,
36645,20090215:1000,14.2,10,,,,
36645,20090215:1100,14.5,10,,,,
36645,20090215:1200,15.1,10,,,,
36645,20090215:1300,15.9,10,,,,
36645,20090215:1400,16.8,10,,,,
36645,20090215:1500,17.8,10,,,,
36645,20090215:1600,18.7,10,,,,
36645,20090215:1700,19.4,10,,,,
36645,20090215:1800,19.8,10,,,,
36645,20090215:1900,20,10,,,,
36645,20090215:2000,20,10,,,,
36645,20090215:2100,19.8,10,,,,
36645,20090215:2200,19.4,10,,,,
36645,20090215:2300,19.1,10,,,,
36645,20090216:0000,18.7,10,,,,
36645,20090216:0100,18.4,10,,,,
36645,20090216:0200,18,10,,,,
36645,20090216:0300,17.7,10,,,,
36645,20090216:0400,17.6,10,,,,
36645,20090216:0500,17.4,10,,,,
36645,20090216:0600,17.2,10,,,,
36645,20090216:0700,17,10,,,,
36645,20090216:0800,16.8,10,,,,
36645,20090216:0900,16.7,10,,,,
36645,20090216:1000,16.6,10,,,,
36645,20090216:1100,16.4,10,,,,
36645,20090216:1200,16.3,10,,,,
36645,20090216:1300,16.3,10,,,,
36645,20090216:1400,16.3,10,,,,
36645,20090216:1500,16.3,10,,,,
36645,20090216:1600,16.3,10,,,,
36645,20090216:1700,16.3,10,,,,
36645,20090216:1800,16.3,10,,,,
36645,20090216:1900,16.2,10,,,,
36645,20090216:2000,16.2,10,,,,
36645,20090216:2100,16.1,10,,,,
36645,20090216:2200,16,10,,,,
36645,20090216:2300,15.8,10,,,,
36645,20090217:0000,15.6,10,,,,
36645,20090217:0100,15.5,10,,,,
36645,20090217:0200,15.3,10,,,,
36645,20090217:0300,15.2,10,,,,
36645,20090217:0400,15,10,,,,
36645,20090217:0500,14.7,10,,,,
36645,20090217:0600,14.4,10,,,,
36645,20090217:0700,14.2,10,,,,
36645,20090217:0800,13.9,10,,,,
36645,20090217:0900,13.7,10,,,,
36645,20090217:1000,13.7,10,,,,
36645,20090217:1100,14,10,,,,
36645,20090217:1200,14.6,10,,,,
36645,20090217:1300,15.3,10,,,,
36645,20090217:1400,16.1,10,,,,
36645,20090217:1500,17,10,,,,
36645,20090217:1600,17.8,10,,,,
36645,20090217:1700,18.6,10,,,,
36645,20090217:1800,19,10,,,,
36645,20090217:1900,19.3,10,,,,
36645,20090217:2000,19.4,10,,,,
36645,20090217:2100,19.2,10,,,,
36645,20090217:2200,18.9,10,,,,
36645,20090217:2300,18.6,10,,,,
36645,20090218:0000,18.2,10,,,,
36645,20090218:0100,17.8,10,,,,
36645,20090218:0200,17.4,10,,,,
36645,20090218:0300,17.1,10,,,,
36645,20090218:0400,16.9,10,,,,
36645,20090218:0500,16.7,10,,,,
36645,20090218:0600,16.6,10,,,,
36645,20090218:0700,16.4,10,,,,
36645,20090218:0800,16.3,10,,,,
36645,20090218:0900,16.2,10,,,,
36645,20090218:1000,16.1,10,,,,
36645,20090218:1100,16.1,10,,,,
36645,20090218:1200,16.2,10,,,,
36645,20090218:1300,16.4,10,,,,
36645,20090218:1400,16.6,10,,,,
36645,20090218:1500,16.8,10,,,,
36645,20090218:1600,17,10,,,,
36645,20090218:1700,17.2,10,,,,
36645,20090218:1800,17.3,10,,,,
36645,20090218:1900,17.3,10,,,,
36645,20090218:2000,17.3,10,,,,
36645,20090218:2100,17.2,10,,,,
36645,20090218:2200,17.1,10,,,,
36645,20090218:2300,16.9,10,,,,
36645,20090219:0000,16.8,10,,,,
36645,20090219:0100,16.6,10,,,,
36645,20090219:0200,16.5,10,,,,
36645,20090219:0300,16.4,10,,,,
36645,20090219:0400,16.3,10,,,,
36645,20090219:0500,16.2,10,,,,
36645,20090219:0600,16.1,10,,,,
36645,20090219:0700,16,10,,,,
36645,20090219:0800,15.9,10,,,,
36645,20090219:0900,15.9,10,,,,
36645,20090219:1000,15.8,10,,,,
36645,20090219:1100,15.9,10,,,,
36645,20090219:1200,16,10,,,,
36645,20090219:1300,16.4,10,,,,
36645,20090219:1400,17.2,10,,,,
36645,20090219:1500,18,10,,,,
36645,20090219:1600,18.7,10,,,,
36645,20090219:1700,19.4,10,,,,
36645,20090219:1800,19.9,10,,,,
36645,20090219:1900,20.1,10,,,,
36645,20090219:2000,20.1,10,,,,
36645,20090219:2100,20,10,,,,
36645,20090219:2200,19.8,10,,,,
36645,20090219:2300,19.5,10,,,,
36645,20090220:0000,19.2,10,,,,
36645,20090220:0100,19,10,,,,
36645,20090220:0200,18.7,10,,,,
36645,20090220:0300,18.5,10,,,,
36645,20090220:0400,18.2,10,,,,
36645,20090220:0500,18,10,,,,
36645,20090220:0600,17.8,10,,,,
36645,20090220:0700,17.5,10,,,,
36645,20090220:0800,17,10,,,,
36645,20090220:0900,14.7,10,,,,
36645,20090220:1000,14.3,10,,,,
36645,20090220:1100,14.7,10,,,,
36645,20090220:1200,15,10,,,,
36645,20090220:1300,15.3,10,,,,
36645,20090220:1400,15.6,10,,,,
36645,20090220:1500,16,10,,,,
36645,20090220:1600,16.5,10,,,,
36645,20090220:1700,16.9,10,,,,
36645,20090220:1800,17.2,10,,,,
36645,20090220:1900,17.3,10,,,,
36645,20090220:2000,17.3,10,,,,
36645,20090220:2100,17.2,10,,,,
36645,20090220:2200,16.1,10,,,,
36645,20090220:2300,15,10,,,,
36645,20090221:0000,15.1,10,,,,
36645,20090221:0100,14.2,10,,,,
36645,20090221:0200,14.3,10,,,,
36645,20090221:0300,14.6,10,,,,
36645,20090221:0400,14.8,10,,,,
36645,20090221:0500,14.8,10,,,,
36645,20090221:0600,14.9,10,,,,
36645,20090221:0700,15,10,,,,
36645,20090221:0800,15,10,,,,
36645,20090221:0900,15.1,10,,,,
36645,20090221:1000,15.1,10,,,,
36645,20090221:1100,15.3,10,,,,
36645,20090221:1200,15.5,10,,,,
36645,20090221:1300,15.8,10,,,,
36645,20090221:1400,16.1,10,,,,
36645,20090221:1500,16.4,10,,,,
36645,20090221:1600,16.7,10,,,,
36645,20090221:1700,17,10,,,,
36645,20090221:1800,17.1,10,,,,
36645,20090221:1900,17.2,10,,,,
36645,20090221:2000,17.2,10,,,,
36645,20090221:2100,17.1,10,,,,
36645,20090221:2200,17,10,,,,
36645,20090221:2300,16.8,10,,,,
36645,20090222:0000,16.7,10,,,,
36645,20090222:0100,16.5,10,,,,
36645,20090222:0200,16.4,10,,,,
36645,20090222:0300,16.2,10,,,,
36645,20090222:0400,16.1,10,,,,
36645,20090222:0500,16,10,,,,
36645,20090222:0600,15.9,10,,,,
36645,20090222:0700,15.8,10,,,,
36645,20090222:0800,15.6,10,,,,
36645,20090222:0900,15.5,10,,,,
36645,20090222:1000,15.6,10,,,,
36645,20090222:1100,15.8,10,,,,
36645,20090222:1200,16.2,10,,,,
36645,20090222:1300,16.7,10,,,,
36645,20090222:1400,17.1,10,,,,
36645,20090222:1500,17.6,10,,,,
36645,20090222:1600,18,10,,,,
36645,20090222:1700,18.3,10,,,,
36645,20090222:1800,18.5,10,,,,
36645,20090222:1900,18.6,10,,,,
36645,20090222:2000,18.4,10,,,,
36645,20090222:2100,18.2,10,,,,
36645,20090222:2200,17.8,10,,,,
36645,20090222:2300,17.6,10,,,,
36645,20090223:0000,17.2,10,,,,
36645,20090223:0100,17,10,,,,
36645,20090223:0200,16.7,10,,,,
36645,20090223:0300,16.5,10,,,,
36645,20090223:0400,16.2,10,,,,
36645,20090223:0500,16.1,10,,,,
36645,20090223:0600,16,10,,,,
36645,20090223:0700,15.8,10,,,,
36645,20090223:0800,15.6,10,,,,
36645,20090223:0900,15.5,10,,,,
36645,20090223:1000,15.5,10,,,,
36645,20090223:1100,15.4,10,,,,
36645,20090223:1200,15.5,10,,,,
36645,20090223:1300,15.6,10,,,,
36645,20090223:1400,15.7,10,,,,
36645,20090223:1500,16,10,,,,
36645,20090223:1600,16.2,10,,,,
36645,20090223:1700,16.4,10,,,,
36645,20090223:1800,16.5,10,,,,
36645,20090223:1900,16.5,10,,,,
36645,20090223:2000,16.5,10,,,,
36645,20090223:2100,16.4,10,,,,
36645,20090223:2200,16.2,10,,,,
36645,20090223:2300,16,10,,,,
36645,20090224:0000,15.9,10,,,,
36645,20090224:0100,15.7,10,,,,
36645,20090224:0200,15.5,10,,,,
36645,20090224:0300,15.4,10,,,,
36645,20090224:0400,15.2,10,,,,
36645,20090224:0500,15,10,,,,
36645,20090224:0600,14.9,10,,,,
36645,20090224:0700,14.8,10,,,,
36645,20090224:0800,14.7,10,,,,
36645,20090224:0900,14.6,10,,,,
36645,20090224:1000,14.5,10,,,,
36645,20090224:1100,14.5,10,,,,
36645,20090224:1200,14.6,10,,,,
36645,20090224:1300,14.7,10,,,,
36645,20090224:1400,14.9,10,,,,
36645,20090224:1500,15,10,,,,
36645,20090224:1600,15.2,10,,,,
36645,20090224:1700,15.3,10,,,,
36645,20090224:1800,15.4,10,,,,
36645,20090224:1900,15.4,10,,,,
36645,20090224:2000,15.4,10,,,,
36645,20090224:2100,15.3,10,,,,
36645,20090224:2200,15.2,10,,,,
36645,20090224:2300,15,10,,,,
36645,20090225:0000,14.9,10,,,,
36645,20090225:0100,14.8,10,,,,
36645,20090225:0200,14.6,10,,,,
36645,20090225:0300,14.5,10,,,,
36645,20090225:0400,14.4,10,,,,
36645,20090225:0500,14.3,10,,,,
36645,20090225:0600,14.2,10,,,,
36645,20090225:0700,14,10,,,,
36645,20090225:0800,13.8,10,,,,
36645,20090225:0900,13.7,10,,,,
36645,20090225:1000,13.7,10,,,,
36645,20090225:1100,13.9,10,,,,
36645,20090225:1200,14.2,10,,,,
36645,20090225:1300,14.8,10,,,,
36645,20090225:1400,15.4,10,,,,
36645,20090225:1500,16,10,,,,
36645,20090225:1600,16.5,10,,,,
36645,20090225:1700,16.8,10,,,,
36645,20090225:1800,17,10,,,,
36645,20090225:1900,17,10,,,,
36645,20090225:2000,16.9,10,,,,
36645,20090225:2100,16.7,10,,,,
36645,20090225:2200,16.5,10,,,,
36645,20090225:2300,16.3,10,,,,
36645,20090226:0000,16.1,10,,,,
36645,20090226:0100,16,10,,,,
36645,20090226:0200,15.8,10,,,,
36645,20090226:0300,15.6,10,,,,
36645,20090226:0400,15.5,10,,,,
36645,20090226:0500,15.4,10,,,,
36645,20090226:0600,15.3,10,,,,
36645,20090226:0700,15.2,10,,,,
36645,20090226:0800,15.1,10,,,,
36645,20090226:0900,15.1,10,,,,
36645,20090226:1000,15.1,10,,,,
36645,20090226:1100,15.1,10,,,,
36645,20090226:1200,15.3,10,,,,
36645,20090226:1300,15.7,10,,,,
36645,20090226:1400,16.2,10,,,,
